cluster;img;category_llava;inference_time
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_11245_53973521255__b.jpg;Landforms;3.9989373683929443
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_11436_53737559417__b.jpg;Accomodation;0.46126723289489746
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1409_53992260545__b.jpg;Heritage and culture;0.3375816345214844
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1410_53517951290__b.jpg;Commerce facilities;0.329181432723999
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1410_53698366458__b.jpg;Landforms;0.2840397357940674
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1410_53701162847__b.jpg;Commerce facilities;0.3356516361236572
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1410_53730056589__b.jpg;Vehicle;0.332399845123291
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1410_53984939098__b.jpg;Landforms;0.28762197494506836
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1411_53701164817__b.jpg;Commerce facilities;0.3278985023498535
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1438_53975648914__b.jpg;Landforms;0.28633975982666016
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1506_53738692692__b.jpg;Landforms;0.287311315536499
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1506_53739813668__b.jpg;Heritage and culture;0.3268120288848877
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53516581312__b.jpg;Landforms;0.2799868583679199
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53517803269__b.jpg;Landforms;0.2804708480834961
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53540698413__b.jpg;Landforms;0.2841765880584717
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53540845574__b.jpg;Landforms;0.2812213897705078
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53543792261__b.jpg;Heritage and culture;0.32650303840637207
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53630322080__b.jpg;Vegetation and habitats;0.46634435653686523
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53701177487__b.jpg;Landforms;0.27998852729797363
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53702054691__b.jpg;Landforms;0.2807793617248535
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53702057166__b.jpg;Landforms;0.28072094917297363
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53702271258__b.jpg;Heritage and culture;0.3268723487854004
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53702487195__b.jpg;Landforms;0.2808680534362793
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53801547205__b.jpg;Landforms;0.2813296318054199
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53801550795__b.jpg;Heritage and culture;0.3276214599609375
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53888724343__b.jpg;Landforms;0.2861199378967285
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53884885746__b.jpg;Landforms;0.28454089164733887
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53978219459__b.jpg;Landforms;0.2819936275482178
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_53951753989__b.jpg;Landforms;0.28056836128234863
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1507_54042059088__b.jpg;Landforms;0.2810852527618408
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/-1/snev_NA_1508_53701000617__b.jpg;Landforms;0.28253746032714844
