cluster;img;category_llava;inference_time
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_11245_53973521255__b.jpg;Landforms;0.31583452224731445
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_11419_53537078381__b.jpg;Landforms;0.26679110527038574
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53516368988__b.jpg;Not valid;0.2603766918182373
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53543885439__b.jpg;Not valid;0.26018810272216797
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53698366458__b.jpg;Landforms;0.2621040344238281
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1410_53985125340__b.jpg;Landforms;0.2611246109008789
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1411_53701164817__b.jpg;Not valid;0.26168179512023926
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1438_53975648914__b.jpg;Not valid;0.2649819850921631
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1506_53738692692__b.jpg;Landforms;0.2707376480102539
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1506_53739813668__b.jpg;Not valid;0.2644174098968506
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53516581312__b.jpg;Landforms;0.263322114944458
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53540698413__b.jpg;Landforms;0.26415109634399414
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53540845529__b.jpg;Not valid;0.26137447357177734
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53540845574__b.jpg;Not valid;0.25963878631591797
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702054691__b.jpg;Landforms;0.26247525215148926
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702057166__b.jpg;Not valid;0.26021575927734375
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53702271258__b.jpg;Not valid;0.2596597671508789
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53801547205__b.jpg;Landforms;0.2614932060241699
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53884885746__b.jpg;Landforms;0.26301097869873047
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_53978219459__b.jpg;Landforms;0.26144909858703613
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1507_54042059088__b.jpg;Landforms;0.26097822189331055
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53701000617__b.jpg;Not valid;0.26332807540893555
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53701041417__b.jpg;Not valid;0.2616863250732422
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53818467440__b.jpg;Landforms;0.2596883773803711
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1508_53851919223__b.jpg;Landforms;0.26129841804504395
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53516678277__b.jpg;Not valid;0.2608485221862793
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53700238737__b.jpg;Not valid;0.26070165634155273
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53702414354__b.jpg;Landforms;0.2608911991119385
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53738902531__b.jpg;Vegetation and habitats;0.4026494026184082
-1;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/-1/snev_NA_1604_53771712433__b.jpg;Landforms;0.2605113983154297
